id_venda,id_cliente,nome_cliente,cidade,estado,id_produto,produto,categoria,data,quantidade,preco_unitario
772,112,Patrícia Nogueira,Ourinhos,SP,201,Adubo NPK 20-05-20,Fertilizantes,2024-05-29,10,120.5
773,124,Vanessa Pacheco,Rio Verde,GO,208,Adubo MAP,Fertilizantes,2024-04-18,37,210.0
774,112,Patrícia Nogueira,Goioerê,PR,205,Calcário Agrícola,Corretivos,2024-01-25,26,45.0
775,115,Eduardo Rangel,Goioerê,PR,205,Calcário Agrícola,Corretivos,2024-09-24,11,45.0
776,122,Simone Araújo,Curitiba,PR,203,Herbicida Glifosato,Defensivos,2024-02-05,21,780.0
777,107,Lucas Rocha,Assis Chateaubriand,PR,205,Calcário Agrícola,Corretivos,2024-05-13,31,45.0
778,119,Diego Fonseca,Ourinhos,SP,205,Calcário Agrícola,Corretivos,2024-08-15,33,45.0
779,117,Gustavo Azevedo,Presidente Prudente,SP,201,Adubo NPK 20-05-20,Fertilizantes,2024-04-13,23,120.5
780,107,Lucas Rocha,Presidente Prudente,SP,208,Adubo MAP,Fertilizantes,2024-10-25,30,210.0
781,115,Eduardo Rangel,Maringá,PR,203,Herbicida Glifosato,Defensivos,2024-02-10,25,780.0
782,120,Larissa Cunha,Goioerê,PR,208,Adubo MAP,Fertilizantes,2024-10-07,13,210.0
783,105,Pedro Lima,Umuarama,PR,204,Fungicida Triazol,Defensivos,2024-09-05,6,950.0
784,107,Lucas Rocha,Rio Verde,GO,203,Herbicida Glifosato,Defensivos,2024-07-20,29,780.0
785,113,Renato Farias,Patos de Minas,MG,208,Adubo MAP,Fertilizantes,2024-03-20,39,210.0
786,102,Maria Souza,Dourados,MS,203,Herbicida Glifosato,Defensivos,2024-06-12,32,780.0
787,111,Bruno Teixeira,Campo Grande,MS,206,Sementes de Soja,Sementes,2024-05-31,38,420.0
788,120,Larissa Cunha,Campo Grande,MS,208,Adubo MAP,Fertilizantes,2024-11-09,2,210.0
789,115,Eduardo Rangel,Dourados,MS,203,Herbicida Glifosato,Defensivos,2024-07-30,23,780.0
790,122,Simone Araújo,Ourinhos,SP,208,Adubo MAP,Fertilizantes,2024-09-18,20,210.0
791,111,Bruno Teixeira,Rondonópolis,MT,206,Sementes de Soja,Sementes,2024-03-15,18,420.0
792,101,João Silva,Campo Grande,MS,203,Herbicida Glifosato,Defensivos,2024-02-09,29,780.0
793,122,Simone Araújo,Cuiabá,MT,203,Herbicida Glifosato,Defensivos,2024-06-05,36,780.0
794,107,Lucas Rocha,Cascavel,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-09-22,16,120.5
795,106,Rafael Costa,Ourinhos,SP,208,Adubo MAP,Fertilizantes,2024-10-20,13,210.0
796,111,Bruno Teixeira,Ribeirão Preto,SP,201,Adubo NPK 20-05-20,Fertilizantes,2024-08-03,24,120.5
797,116,Tatiane Lopes,Ribeirão Preto,SP,202,Sementes de Milho,Sementes,2024-01-30,32,350.0
798,102,Maria Souza,Presidente Prudente,SP,206,Sementes de Soja,Sementes,2024-10-07,2,420.0
799,116,Tatiane Lopes,Dourados,MS,207,Inseticida Sistêmico,Defensivos,2024-11-19,6,680.0
800,104,Ana Martins,Campo Grande,MS,203,Herbicida Glifosato,Defensivos,2024-05-09,21,780.0
801,110,Juliana Pires,Toledo,PR,208,Adubo MAP,Fertilizantes,2024-04-13,21,210.0
802,121,Felipe Guedes,Presidente Prudente,SP,202,Sementes de Milho,Sementes,2024-03-18,31,350.0
803,117,Gustavo Azevedo,Londrina,PR,203,Herbicida Glifosato,Defensivos,2024-03-18,14,780.0
804,114,Camila Barros,Cuiabá,MT,208,Adubo MAP,Fertilizantes,2024-11-30,24,210.0
805,122,Simone Araújo,Ribeirão Preto,SP,201,Adubo NPK 20-05-20,Fertilizantes,2024-03-28,35,120.5
806,108,Fernanda Alves,Piracicaba,SP,206,Sementes de Soja,Sementes,2024-03-26,7,420.0
807,117,Gustavo Azevedo,Curitiba,PR,208,Adubo MAP,Fertilizantes,2024-12-15,14,210.0
808,103,Carlos Pereira,Ourinhos,SP,208,Adubo MAP,Fertilizantes,2024-03-20,21,210.0
809,110,Juliana Pires,Goioerê,PR,203,Herbicida Glifosato,Defensivos,2024-06-01,39,780.0
810,120,Larissa Cunha,Ribeirão Preto,SP,205,Calcário Agrícola,Corretivos,2024-04-22,31,45.0
811,103,Carlos Pereira,Presidente Prudente,SP,206,Sementes de Soja,Sementes,2024-09-25,27,420.0
812,104,Ana Martins,Cuiabá,MT,201,Adubo NPK 20-05-20,Fertilizantes,2024-10-20,24,120.5
813,110,Juliana Pires,Goioerê,PR,207,Inseticida Sistêmico,Defensivos,2024-12-25,10,680.0
814,110,Juliana Pires,Maringá,PR,202,Sementes de Milho,Sementes,2024-10-22,20,350.0
815,114,Camila Barros,Patos de Minas,MG,203,Herbicida Glifosato,Defensivos,2024-12-28,40,780.0
816,103,Carlos Pereira,Umuarama,PR,203,Herbicida Glifosato,Defensivos,2024-12-14,6,780.0
817,107,Lucas Rocha,Jataí,GO,201,Adubo NPK 20-05-20,Fertilizantes,2024-05-23,9,120.5
818,118,Aline Moreira,Cascavel,PR,202,Sementes de Milho,Sementes,2024-01-13,11,350.0
819,117,Gustavo Azevedo,Dourados,MS,207,Inseticida Sistêmico,Defensivos,2024-06-23,5,680.0
820,117,Gustavo Azevedo,Goioerê,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-02-04,23,120.5
821,124,Vanessa Pacheco,Cascavel,PR,202,Sementes de Milho,Sementes,2024-09-08,4,350.0
822,114,Camila Barros,Campo Grande,MS,203,Herbicida Glifosato,Defensivos,2024-01-15,37,780.0
823,102,Maria Souza,Cascavel,PR,203,Herbicida Glifosato,Defensivos,2024-02-11,15,780.0
824,114,Camila Barros,Umuarama,PR,206,Sementes de Soja,Sementes,2024-06-17,20,420.0
825,119,Diego Fonseca,Rio Verde,GO,204,Fungicida Triazol,Defensivos,2024-05-07,1,950.0
826,113,Renato Farias,Rio Verde,GO,203,Herbicida Glifosato,Defensivos,2024-10-19,1,780.0
827,111,Bruno Teixeira,Presidente Prudente,SP,202,Sementes de Milho,Sementes,2024-11-04,1,350.0
828,101,João Silva,Presidente Prudente,SP,205,Calcário Agrícola,Corretivos,2024-10-20,21,45.0
829,113,Renato Farias,Rondonópolis,MT,202,Sementes de Milho,Sementes,2024-08-22,9,350.0
830,107,Lucas Rocha,Assis Chateaubriand,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-09-02,5,120.5
831,109,Marcos Vinícius,Presidente Prudente,SP,207,Inseticida Sistêmico,Defensivos,2024-06-26,13,680.0
832,104,Ana Martins,Patos de Minas,MG,206,Sementes de Soja,Sementes,2024-03-02,9,420.0
833,101,João Silva,Toledo,PR,207,Inseticida Sistêmico,Defensivos,2024-06-17,20,680.0
834,122,Simone Araújo,Umuarama,PR,206,Sementes de Soja,Sementes,2024-11-17,10,420.0
835,124,Vanessa Pacheco,Uberlândia,MG,204,Fungicida Triazol,Defensivos,2024-07-24,10,950.0
836,109,Marcos Vinícius,Jataí,GO,202,Sementes de Milho,Sementes,2024-11-11,29,350.0
837,125,André Ribeiro,Ourinhos,SP,204,Fungicida Triazol,Defensivos,2024-07-26,32,950.0
838,105,Pedro Lima,Patos de Minas,MG,207,Inseticida Sistêmico,Defensivos,2024-07-28,28,680.0
839,108,Fernanda Alves,Presidente Prudente,SP,204,Fungicida Triazol,Defensivos,2024-09-23,10,950.0
840,108,Fernanda Alves,Dourados,MS,204,Fungicida Triazol,Defensivos,2024-10-17,8,950.0
841,107,Lucas Rocha,Ribeirão Preto,SP,203,Herbicida Glifosato,Defensivos,2024-12-08,34,780.0
842,103,Carlos Pereira,Rondonópolis,MT,205,Calcário Agrícola,Corretivos,2024-08-01,30,45.0
843,122,Simone Araújo,Assis Chateaubriand,PR,204,Fungicida Triazol,Defensivos,2024-02-23,9,950.0
844,109,Marcos Vinícius,Rio Verde,GO,206,Sementes de Soja,Sementes,2024-03-05,13,420.0
845,117,Gustavo Azevedo,Maringá,PR,202,Sementes de Milho,Sementes,2024-08-06,31,350.0
846,103,Carlos Pereira,Jataí,GO,208,Adubo MAP,Fertilizantes,2024-12-19,34,210.0
847,110,Juliana Pires,Maringá,PR,203,Herbicida Glifosato,Defensivos,2024-11-02,16,780.0
848,124,Vanessa Pacheco,Cuiabá,MT,207,Inseticida Sistêmico,Defensivos,2024-12-07,39,680.0
849,109,Marcos Vinícius,Londrina,PR,204,Fungicida Triazol,Defensivos,2024-09-02,28,950.0
850,114,Camila Barros,Assis Chateaubriand,PR,205,Calcário Agrícola,Corretivos,2024-06-16,40,45.0
851,122,Simone Araújo,Ourinhos,SP,201,Adubo NPK 20-05-20,Fertilizantes,2024-09-19,28,120.5
852,105,Pedro Lima,Toledo,PR,203,Herbicida Glifosato,Defensivos,2024-11-27,4,780.0
853,101,João Silva,Assis Chateaubriand,PR,205,Calcário Agrícola,Corretivos,2024-06-07,16,45.0
854,103,Carlos Pereira,Cascavel,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-11-11,37,120.5
855,109,Marcos Vinícius,Rio Verde,GO,202,Sementes de Milho,Sementes,2024-08-16,20,350.0
856,111,Bruno Teixeira,Uberlândia,MG,207,Inseticida Sistêmico,Defensivos,2024-08-20,39,680.0
857,119,Diego Fonseca,Dourados,MS,203,Herbicida Glifosato,Defensivos,2024-03-25,4,780.0
858,122,Simone Araújo,Assis Chateaubriand,PR,208,Adubo MAP,Fertilizantes,2024-01-20,8,210.0
859,116,Tatiane Lopes,Jataí,GO,204,Fungicida Triazol,Defensivos,2024-05-24,3,950.0
860,118,Aline Moreira,Assis Chateaubriand,PR,208,Adubo MAP,Fertilizantes,2024-11-22,6,210.0
861,113,Renato Farias,Presidente Prudente,SP,208,Adubo MAP,Fertilizantes,2024-07-23,4,210.0
862,104,Ana Martins,Presidente Prudente,SP,206,Sementes de Soja,Sementes,2024-07-19,37,420.0
863,118,Aline Moreira,Cascavel,PR,203,Herbicida Glifosato,Defensivos,2024-12-29,4,780.0
864,123,Rodrigo Mello,Uberlândia,MG,202,Sementes de Milho,Sementes,2024-05-13,8,350.0
865,113,Renato Farias,Goioerê,PR,204,Fungicida Triazol,Defensivos,2024-09-13,11,950.0
866,103,Carlos Pereira,Umuarama,PR,205,Calcário Agrícola,Corretivos,2024-11-16,39,45.0
867,113,Renato Farias,Patos de Minas,MG,207,Inseticida Sistêmico,Defensivos,2024-07-09,18,680.0
868,111,Bruno Teixeira,Rondonópolis,MT,206,Sementes de Soja,Sementes,2024-07-28,21,420.0
869,110,Juliana Pires,Jataí,GO,202,Sementes de Milho,Sementes,2024-10-13,21,350.0
870,125,André Ribeiro,Dourados,MS,202,Sementes de Milho,Sementes,2024-09-30,35,350.0
871,107,Lucas Rocha,Jataí,GO,201,Adubo NPK 20-05-20,Fertilizantes,2024-08-08,40,120.5
872,118,Aline Moreira,Uberlândia,MG,208,Adubo MAP,Fertilizantes,2024-11-18,33,210.0
873,112,Patrícia Nogueira,Curitiba,PR,202,Sementes de Milho,Sementes,2024-05-07,24,350.0
874,113,Renato Farias,Assis Chateaubriand,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-01-26,27,120.5
875,125,André Ribeiro,Maringá,PR,208,Adubo MAP,Fertilizantes,2024-11-08,11,210.0
876,113,Renato Farias,Campo Grande,MS,208,Adubo MAP,Fertilizantes,2024-01-25,1,210.0
877,109,Marcos Vinícius,Cuiabá,MT,207,Inseticida Sistêmico,Defensivos,2024-05-28,19,680.0
878,116,Tatiane Lopes,Cuiabá,MT,201,Adubo NPK 20-05-20,Fertilizantes,2024-11-08,29,120.5
879,114,Camila Barros,Ribeirão Preto,SP,207,Inseticida Sistêmico,Defensivos,2024-04-25,10,680.0
880,120,Larissa Cunha,Curitiba,PR,205,Calcário Agrícola,Corretivos,2024-01-05,18,45.0
881,125,André Ribeiro,Ourinhos,SP,206,Sementes de Soja,Sementes,2024-01-02,3,420.0
882,108,Fernanda Alves,Cuiabá,MT,207,Inseticida Sistêmico,Defensivos,2024-03-07,11,680.0
883,119,Diego Fonseca,Ribeirão Preto,SP,206,Sementes de Soja,Sementes,2024-04-18,39,420.0
884,122,Simone Araújo,Presidente Prudente,SP,206,Sementes de Soja,Sementes,2024-11-19,31,420.0
885,115,Eduardo Rangel,Ribeirão Preto,SP,201,Adubo NPK 20-05-20,Fertilizantes,2024-03-17,26,120.5
886,101,João Silva,Ribeirão Preto,SP,207,Inseticida Sistêmico,Defensivos,2024-05-28,1,680.0
887,105,Pedro Lima,Presidente Prudente,SP,202,Sementes de Milho,Sementes,2024-04-27,22,350.0
888,109,Marcos Vinícius,Curitiba,PR,205,Calcário Agrícola,Corretivos,2024-10-27,5,45.0
889,108,Fernanda Alves,Cascavel,PR,206,Sementes de Soja,Sementes,2024-11-03,13,420.0
890,101,João Silva,Rio Verde,GO,205,Calcário Agrícola,Corretivos,2024-01-08,14,45.0
891,114,Camila Barros,Campo Grande,MS,204,Fungicida Triazol,Defensivos,2024-01-04,8,950.0
892,106,Rafael Costa,Londrina,PR,204,Fungicida Triazol,Defensivos,2024-09-30,30,950.0
893,121,Felipe Guedes,Dourados,MS,205,Calcário Agrícola,Corretivos,2024-08-22,30,45.0
894,104,Ana Martins,Uberlândia,MG,208,Adubo MAP,Fertilizantes,2024-11-05,29,210.0
895,107,Lucas Rocha,Ribeirão Preto,SP,204,Fungicida Triazol,Defensivos,2024-12-03,26,950.0
896,113,Renato Farias,Assis Chateaubriand,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-06-26,11,120.5
897,119,Diego Fonseca,Toledo,PR,207,Inseticida Sistêmico,Defensivos,2024-02-22,30,680.0
898,110,Juliana Pires,Ribeirão Preto,SP,207,Inseticida Sistêmico,Defensivos,2024-11-04,32,680.0
899,110,Juliana Pires,Rio Verde,GO,205,Calcário Agrícola,Corretivos,2024-01-10,18,45.0
900,118,Aline Moreira,Ribeirão Preto,SP,203,Herbicida Glifosato,Defensivos,2024-07-19,18,780.0
901,117,Gustavo Azevedo,Assis Chateaubriand,PR,202,Sementes de Milho,Sementes,2024-06-30,38,350.0
902,108,Fernanda Alves,Cascavel,PR,205,Calcário Agrícola,Corretivos,2024-07-28,4,45.0
903,121,Felipe Guedes,Umuarama,PR,207,Inseticida Sistêmico,Defensivos,2024-01-26,20,680.0
904,110,Juliana Pires,Rio Verde,GO,202,Sementes de Milho,Sementes,2024-02-07,35,350.0
905,120,Larissa Cunha,Campo Grande,MS,208,Adubo MAP,Fertilizantes,2024-01-21,28,210.0
906,101,João Silva,Jataí,GO,204,Fungicida Triazol,Defensivos,2024-08-03,14,950.0
907,117,Gustavo Azevedo,Assis Chateaubriand,PR,203,Herbicida Glifosato,Defensivos,2024-08-03,36,780.0
908,125,André Ribeiro,Assis Chateaubriand,PR,207,Inseticida Sistêmico,Defensivos,2024-01-09,28,680.0
909,105,Pedro Lima,Patos de Minas,MG,201,Adubo NPK 20-05-20,Fertilizantes,2024-04-23,36,120.5
910,119,Diego Fonseca,Ribeirão Preto,SP,203,Herbicida Glifosato,Defensivos,2024-11-15,2,780.0
911,124,Vanessa Pacheco,Rio Verde,GO,204,Fungicida Triazol,Defensivos,2024-11-26,25,950.0
912,113,Renato Farias,Goioerê,PR,204,Fungicida Triazol,Defensivos,2024-04-01,2,950.0
913,114,Camila Barros,Londrina,PR,207,Inseticida Sistêmico,Defensivos,2024-06-09,20,680.0
914,110,Juliana Pires,Ribeirão Preto,SP,201,Adubo NPK 20-05-20,Fertilizantes,2024-07-03,21,120.5
915,110,Juliana Pires,Presidente Prudente,SP,204,Fungicida Triazol,Defensivos,2024-11-22,39,950.0
916,119,Diego Fonseca,Londrina,PR,203,Herbicida Glifosato,Defensivos,2024-11-05,26,780.0
917,110,Juliana Pires,Ourinhos,SP,206,Sementes de Soja,Sementes,2024-04-10,35,420.0
918,104,Ana Martins,Rondonópolis,MT,207,Inseticida Sistêmico,Defensivos,2024-09-11,9,680.0
919,115,Eduardo Rangel,Goioerê,PR,203,Herbicida Glifosato,Defensivos,2024-09-06,27,780.0
920,119,Diego Fonseca,Rio Verde,GO,201,Adubo NPK 20-05-20,Fertilizantes,2024-04-20,19,120.5
921,115,Eduardo Rangel,Curitiba,PR,205,Calcário Agrícola,Corretivos,2024-09-23,24,45.0
922,110,Juliana Pires,Uberlândia,MG,202,Sementes de Milho,Sementes,2024-07-27,35,350.0
923,114,Camila Barros,Cuiabá,MT,205,Calcário Agrícola,Corretivos,2024-05-21,27,45.0
924,122,Simone Araújo,Patos de Minas,MG,201,Adubo NPK 20-05-20,Fertilizantes,2024-08-01,38,120.5
925,122,Simone Araújo,Londrina,PR,205,Calcário Agrícola,Corretivos,2024-02-08,8,45.0
926,109,Marcos Vinícius,Toledo,PR,207,Inseticida Sistêmico,Defensivos,2024-09-16,31,680.0
927,114,Camila Barros,Toledo,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-08-08,11,120.5
928,122,Simone Araújo,Jataí,GO,208,Adubo MAP,Fertilizantes,2024-02-22,5,210.0
929,114,Camila Barros,Cascavel,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-07-26,17,120.5
930,109,Marcos Vinícius,Curitiba,PR,208,Adubo MAP,Fertilizantes,2024-08-04,25,210.0
931,121,Felipe Guedes,Dourados,MS,201,Adubo NPK 20-05-20,Fertilizantes,2024-08-10,39,120.5
932,122,Simone Araújo,Dourados,MS,205,Calcário Agrícola,Corretivos,2024-10-25,38,45.0
933,123,Rodrigo Mello,Presidente Prudente,SP,202,Sementes de Milho,Sementes,2024-08-20,30,350.0
934,106,Rafael Costa,Jataí,GO,207,Inseticida Sistêmico,Defensivos,2024-12-19,8,680.0
935,103,Carlos Pereira,Rondonópolis,MT,208,Adubo MAP,Fertilizantes,2024-04-23,5,210.0
936,120,Larissa Cunha,Toledo,PR,203,Herbicida Glifosato,Defensivos,2024-09-05,4,780.0
937,122,Simone Araújo,Ribeirão Preto,SP,205,Calcário Agrícola,Corretivos,2024-09-02,1,45.0
938,102,Maria Souza,Presidente Prudente,SP,201,Adubo NPK 20-05-20,Fertilizantes,2024-08-10,10,120.5
939,104,Ana Martins,Cascavel,PR,206,Sementes de Soja,Sementes,2024-07-08,10,420.0
940,106,Rafael Costa,Uberlândia,MG,204,Fungicida Triazol,Defensivos,2024-01-29,11,950.0
941,105,Pedro Lima,Curitiba,PR,205,Calcário Agrícola,Corretivos,2024-02-10,32,45.0
942,113,Renato Farias,Curitiba,PR,207,Inseticida Sistêmico,Defensivos,2024-06-06,19,680.0
943,120,Larissa Cunha,Rio Verde,GO,208,Adubo MAP,Fertilizantes,2024-12-02,30,210.0
944,116,Tatiane Lopes,Patos de Minas,MG,206,Sementes de Soja,Sementes,2024-04-03,34,420.0
945,103,Carlos Pereira,Assis Chateaubriand,PR,207,Inseticida Sistêmico,Defensivos,2024-01-18,17,680.0
946,106,Rafael Costa,Maringá,PR,208,Adubo MAP,Fertilizantes,2024-03-01,9,210.0
947,116,Tatiane Lopes,Ourinhos,SP,208,Adubo MAP,Fertilizantes,2024-09-14,31,210.0
948,114,Camila Barros,Rondonópolis,MT,207,Inseticida Sistêmico,Defensivos,2024-02-26,9,680.0
949,122,Simone Araújo,Ourinhos,SP,201,Adubo NPK 20-05-20,Fertilizantes,2024-12-06,28,120.5
950,106,Rafael Costa,Campo Grande,MS,201,Adubo NPK 20-05-20,Fertilizantes,2024-01-29,31,120.5
951,124,Vanessa Pacheco,Presidente Prudente,SP,205,Calcário Agrícola,Corretivos,2024-10-26,39,45.0
952,125,André Ribeiro,Presidente Prudente,SP,202,Sementes de Milho,Sementes,2024-02-19,24,350.0
953,120,Larissa Cunha,Ourinhos,SP,202,Sementes de Milho,Sementes,2024-12-06,12,350.0
954,110,Juliana Pires,Umuarama,PR,202,Sementes de Milho,Sementes,2024-12-26,6,350.0
955,105,Pedro Lima,Jataí,GO,206,Sementes de Soja,Sementes,2024-06-04,3,420.0
956,125,André Ribeiro,Ribeirão Preto,SP,205,Calcário Agrícola,Corretivos,2024-05-09,38,45.0
957,119,Diego Fonseca,Presidente Prudente,SP,206,Sementes de Soja,Sementes,2024-05-03,24,420.0
958,103,Carlos Pereira,Campo Grande,MS,204,Fungicida Triazol,Defensivos,2024-10-14,12,950.0
959,107,Lucas Rocha,Cuiabá,MT,201,Adubo NPK 20-05-20,Fertilizantes,2024-10-14,21,120.5
960,119,Diego Fonseca,Ribeirão Preto,SP,206,Sementes de Soja,Sementes,2024-12-07,17,420.0
961,109,Marcos Vinícius,Rondonópolis,MT,204,Fungicida Triazol,Defensivos,2024-08-03,37,950.0
962,122,Simone Araújo,Rio Verde,GO,205,Calcário Agrícola,Corretivos,2024-01-26,7,45.0
963,124,Vanessa Pacheco,Jataí,GO,203,Herbicida Glifosato,Defensivos,2024-07-25,27,780.0
964,104,Ana Martins,Assis Chateaubriand,PR,208,Adubo MAP,Fertilizantes,2024-04-14,33,210.0
965,116,Tatiane Lopes,Cuiabá,MT,208,Adubo MAP,Fertilizantes,2024-12-31,29,210.0
966,103,Carlos Pereira,Ribeirão Preto,SP,204,Fungicida Triazol,Defensivos,2024-10-30,9,950.0
967,104,Ana Martins,Uberlândia,MG,204,Fungicida Triazol,Defensivos,2024-01-18,38,950.0
968,124,Vanessa Pacheco,Londrina,PR,205,Calcário Agrícola,Corretivos,2024-02-29,9,45.0
969,108,Fernanda Alves,Maringá,PR,203,Herbicida Glifosato,Defensivos,2024-05-19,13,780.0
970,107,Lucas Rocha,Piracicaba,SP,208,Adubo MAP,Fertilizantes,2024-09-14,12,210.0
971,115,Eduardo Rangel,Uberlândia,MG,205,Calcário Agrícola,Corretivos,2024-07-22,11,45.0
972,111,Bruno Teixeira,Goioerê,PR,206,Sementes de Soja,Sementes,2024-03-17,40,420.0
973,103,Carlos Pereira,Cascavel,PR,204,Fungicida Triazol,Defensivos,2024-04-08,26,950.0
974,120,Larissa Cunha,Assis Chateaubriand,PR,204,Fungicida Triazol,Defensivos,2024-12-27,25,950.0
975,122,Simone Araújo,Cuiabá,MT,203,Herbicida Glifosato,Defensivos,2024-02-04,39,780.0
976,114,Camila Barros,Campo Grande,MS,202,Sementes de Milho,Sementes,2024-12-25,27,350.0
977,110,Juliana Pires,Campo Grande,MS,207,Inseticida Sistêmico,Defensivos,2024-07-10,15,680.0
978,113,Renato Farias,Uberlândia,MG,202,Sementes de Milho,Sementes,2024-01-30,3,350.0
979,110,Juliana Pires,Rio Verde,GO,202,Sementes de Milho,Sementes,2024-06-03,29,350.0
980,119,Diego Fonseca,Jataí,GO,208,Adubo MAP,Fertilizantes,2024-09-22,39,210.0
981,110,Juliana Pires,Cascavel,PR,206,Sementes de Soja,Sementes,2024-09-21,37,420.0
982,106,Rafael Costa,Dourados,MS,203,Herbicida Glifosato,Defensivos,2024-01-25,25,780.0
983,123,Rodrigo Mello,Dourados,MS,206,Sementes de Soja,Sementes,2024-01-11,35,420.0
984,110,Juliana Pires,Ourinhos,SP,206,Sementes de Soja,Sementes,2024-02-11,26,420.0
985,106,Rafael Costa,Toledo,PR,207,Inseticida Sistêmico,Defensivos,2024-11-18,27,680.0
986,122,Simone Araújo,Rio Verde,GO,206,Sementes de Soja,Sementes,2024-02-26,11,420.0
987,110,Juliana Pires,Jataí,GO,202,Sementes de Milho,Sementes,2024-06-13,36,350.0
988,107,Lucas Rocha,Dourados,MS,202,Sementes de Milho,Sementes,2024-12-13,19,350.0
989,109,Marcos Vinícius,Assis Chateaubriand,PR,206,Sementes de Soja,Sementes,2024-04-21,18,420.0
990,119,Diego Fonseca,Londrina,PR,203,Herbicida Glifosato,Defensivos,2024-03-03,4,780.0
991,118,Aline Moreira,Londrina,PR,206,Sementes de Soja,Sementes,2024-08-25,26,420.0
992,120,Larissa Cunha,Ourinhos,SP,204,Fungicida Triazol,Defensivos,2024-03-21,26,950.0
993,105,Pedro Lima,Rondonópolis,MT,206,Sementes de Soja,Sementes,2024-09-13,7,420.0
994,125,André Ribeiro,Uberlândia,MG,202,Sementes de Milho,Sementes,2024-04-08,35,350.0
995,111,Bruno Teixeira,Uberlândia,MG,204,Fungicida Triazol,Defensivos,2024-10-19,24,950.0
996,106,Rafael Costa,Maringá,PR,201,Adubo NPK 20-05-20,Fertilizantes,2024-01-05,17,120.5
997,101,João Silva,Goioerê,PR,206,Sementes de Soja,Sementes,2024-11-09,14,420.0
998,108,Fernanda Alves,Ourinhos,SP,204,Fungicida Triazol,Defensivos,2024-12-13,14,950.0
999,109,Marcos Vinícius,Piracicaba,SP,205,Calcário Agrícola,Corretivos,2024-11-29,36,45.0
1000,119,Diego Fonseca,Ribeirão Preto,SP,204,Fungicida Triazol,Defensivos,2024-08-04,16,950.0
